Establishment,Permit Holder,Telephone,Establishment Permit #,Establishment Address Street #,Establishment Address Street Name,Establishment Address Unit #,Establishment Address City,Establishment Address State,Establishment Address Zip Code,Mailing Address Street #,Mailing Address Street Name,Mailing Address Unit #,Mailing Address City,Mailing Address State,Mailing Address Zip Code,Mailing Care Of,PO BOX,Facility Permit #,Business Status,Facility Type,Risk Category,1st Inspection,TMKZone,TMKSection,TMKPlat,TMKParcel,Permit Expire Date
TIARE'S ICE CREAM DELIGHTS,LEONETTA T. SINGLETON-PAGUYO,(808)206-6938,12857,"KELEWAA STREET
MILILANI, HAWAII 96789
(21.453342803028953, -158.00259005478551)",KELEWAA STREET ,   ,MILILANI,HAWAII,96789,"KELEWA'A STREET
MILILANI, HAWAII 96789
(21.453342803028953, -158.00259005478551)",KELEWA'A STREET ,   ,MILILANI,HAWAII,96789,TIARE PAGUYO,,12857,Open,137 New and Renewal 3,Category 3,03/31/2011 12:00:00 AM,9,5,38,74,04/20/2013 12:00:00 AM
"SUBWAY BY THE SEA, LLC",SHANNON & PAULO KAMAKEEAINA,(808)232-4686,12860,"KAMEHAMEHA HIGHWAY
LAIE, HAWAII 96762
(21.62715530732973, -157.92210732696174)",KAMEHAMEHA HIGHWAY ,   ,LAIE,HAWAII,96762,"LAIE, HAWAII 96762
(21.64616000008408, -157.9245600003436)",,   ,LAIE,HAWAII,96762, SHANNON KAMAKEEAINA,981,12860,Open,137 New and Renewal 2,Category 2,11/10/2010 12:00:00 AM,5,5,14,1,11/29/2012 12:00:00 AM
ORANGE TREE KAPOLEI,"YMC PACIFIC, INC.",(808)382-2911,12861,"FARRINGTON HIGHWAY
KAPOLEI, HAWAII 96707
(21.346551140538818, -158.12445892344093)",FARRINGTON HIGHWAY ,17,KAPOLEI,HAWAII,96707,"FARRINGTON HIGHWAY
KAPOLEI, HAWAII 96707
(21.346551140538818, -158.12445892344093)",FARRINGTON HIGHWAY ,17,KAPOLEI,HAWAII,96707,KEVIN CHONG,,12861,Open,137 New and Renewal 3,Category 3,03/31/2011 12:00:00 AM,9,1,106,16,04/27/2013 12:00:00 AM
TERUYA'S ANDAGI,"TERUYA'S, LLC`",(808)389-1714,12865,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96814
(21.28823767336588, -157.84028676965752)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96814,"MOTT-SMITH DRIVE
HONOLULU, HAWAII 96822
(21.313796401823804, -157.8343647746301)",MOTT-SMITH DRIVE ,2007,HONOLULU,HAWAII,96822,,,12865,Open,137 New and Renewal 3,Category 3,04/18/2011 12:00:00 AM,2,3,38,1,04/28/2013 12:00:00 AM
DAE CHUN RESTAURANT,"DAE CHUN RESTAURANT, INC.",(808)947-0770,12866,"KEEAUMOKU STREET
HONOLULU, HAWAII 96814
(21.30222994923804, -157.83839704497115)",KEEAUMOKU STREET ,111,HONOLULU,HAWAII,96814,"MAKALOA STREET
HONOLULU, HAWAII 96814
(21.29383170762512, -157.84214931790567)",MAKALOA STREET ,770,HONOLULU,HAWAII,96814," MYUNG HYO JANG, CPA, INC.",,12866,Open,137 New and Renewal 2,Category 2,03/30/2011 12:00:00 AM,2,3,18,57,04/22/2013 12:00:00 AM
NANAKULI HIGH & INTERMEDIATE B BUILDING SERVING KITCHEN,DEPARTMENT OF EDUCATION,(808)668-5860,12869,"NANAKULI AVENUE
WAIANAE, HAWAII 96792
(21.387371095606476, -158.1303210862274)",NANAKULI AVENUE ,   ,WAIANAE,HAWAII,96792,"NANAKULI AVENUE
WAIANAE, HAWAII 96792
(21.387371095606476, -158.1303210862274)",NANAKULI AVENUE ,   ,WAIANAE,HAWAII,96792,,,12869,Open,137 New and Renewal 3,Category 3,05/04/2011 12:00:00 AM,8,9,7,9,04/30/2013 12:00:00 AM
SAN FRANCISCO SALAD CO.,"KOI GATE HAWAII, LLC",(808)255-7206,12870,"FORT STREET MALL
HONOLULU, HAWAII 96813
(21.31198022982935, -157.85804219770066)",FORT STREET MALL,140   ,HONOLULU,HAWAII,96813,"HOLOUKA PLACE
KANEOHE, HAWAII 96744
(21.414744850469077, -157.81614535470752)",HOLOUKA PLACE ,   ,KANEOHE,HAWAII,96744, PHILLIP MOWREY,,12870,Open,137 New and Renewal 2,Category 2,04/06/2011 12:00:00 AM,2,1,2,9,04/28/2013 12:00:00 AM
BLAZIN STEAKS - ATKINSON,RICHARD CRAFT,(808)941-3055,12876,"KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96814
(21.29056124590784, -157.83580699752676)",KAPIOLANI BOULEVARD ,   ,HONOLULU,HAWAII,96814,"KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96814
(21.29056124590784, -157.83580699752676)",KAPIOLANI BOULEVARD ,   ,HONOLULU,HAWAII,96814,,,12876,Open,137 New and Renewal 1,Category 1,05/25/2011 12:00:00 AM,2,3,41,1,05/04/2013 12:00:00 AM
TY STEAKS LLC 2,TY STEAKS LLC,(808)852-7580,12879,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.303895186905667, -157.8493966033946)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96814,"HULAKUI DRIVE
HONOLULU, HAWAII 96818
(21.35130475895494, -157.92317626311362)",HULAKUI DRIVE ,   ,HONOLULU,HAWAII,96818,,,12879,Open,137 New and Renewal 3,Category 3,02/24/2010 12:00:00 AM,2,4,5,29,01/17/2012 12:00:00 AM
VIET THAI (HOUSE OF PHO),HOA LE LUYEN,(808)235-8847,12880,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,,,12880,Open,137 New and Renewal 2,Category 2,04/11/2011 12:00:00 AM,4,5,19,9,05/04/2013 12:00:00 AM
"HOKULAKI SENIOR LIVING, LLC","HOKULAKI SENIOR LIVING, LLC",(808)235-8388,12883,"WILLIAM HENRY ROAD
KANEOHE, HAWAII 96744
(21.417239248166442, -157.79388492640751)",WILLIAM HENRY ROAD,   ,KANEOHE,HAWAII,96744,"WILLIAM HENRY ROAD
KANEOHE, HAWAII 96744
(21.417239248166442, -157.79388492640751)",WILLIAM HENRY ROAD,   ,KANEOHE,HAWAII,96744,,,12883,Open,137 New and Renewal 1,Category 1,05/03/2011 12:00:00 AM,4,5,12,81,05/05/2013 12:00:00 AM
ALL HAWAIIAN HONEY,ALL HAWAIIAN HONEY,(808)497-6683,12888,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,"HEEIA STREET
KANEOHE, HAWAII 96744
(21.4265805865149, -157.8035256530228)",HEEIA STREET ,   ,KANEOHE,HAWAII,96744,LINDA KAWAMOTO,,12888,Open,137 New and Renewal 3,Category 3,05/31/2011 12:00:00 AM,4,6,5,9,05/05/2013 12:00:00 AM
"NALO MELI, LLC","NALO MELI, LLC",(808)258-7296,12889,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,"KAHA STREET
KAILUA, HAWAII 96734
(21.415946090681555, -157.7478106808849)",KAHA STREET ,   ,KAILUA,HAWAII,96734,,,12889,Open,137 New and Renewal 3,Category 3,05/04/2011 12:00:00 AM,4,6,5,9,05/05/2013 12:00:00 AM
RHEA'S HAWAIIAN HONEY,RHEA MCWILLIAMS,(808)262-7742,12890,"KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96744
(21.40322830973858, -157.7994698909329)",KAMEHAMEHA HIGHWAY ,   ,KANEOHE,HAWAII,96744,"MOKOLEA DRIVE
KAILUA, HAWAII 96734
(21.395280761088912, -157.7215214501816)",MOKOLEA DRIVE ,   ,KAILUA,HAWAII,96734, RHEA MCWILLIAMS,,12890,Open,137 New and Renewal 3,Category 3,05/31/2011 12:00:00 AM,4,6,5,9,05/05/2013 12:00:00 AM
"ALPHABETLAND PRESCHOOL, LLC","ALPHABETLAND PRESCHOOL, LLC",(808)677-8009,12892,"WAIPAHU STREET
WAIPAHU, HAWAII 96797
(21.398133865027006, -157.99354745002373)",WAIPAHU STREET ,   ,WAIPAHU,HAWAII,96797,"WAIPAHU STREET
WAIPAHU, HAWAII 96797
(21.398133865027006, -157.99354745002373)",WAIPAHU STREET ,   ,WAIPAHU,HAWAII,96797,,,12892,Open,137 New and Renewal 3,Category 3,04/20/2011 12:00:00 AM,9,4,47,25,05/06/2013 12:00:00 AM
PETERSON HEAD START,HONOLULU COMMUNITY ACTION PROGRAM,(808)621-5099,12893,"BUILDING 791 MCCORMICK ROAD
WAHIAWA, HAWAII 96786
(21.500729999789826, -158.03338000038656)",BUILDING 791 MCCORMICK ROAD,   ,WAHIAWA,HAWAII,96786,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,300,HONOLULU,HAWAII,96813,,,12893,Open,137 New and Renewal 3,Category 3,05/06/2009 12:00:00 AM,7,7,1,1,05/06/2011 12:00:00 AM
OPEN ART,OPEN ART INTERNATIONAL,(808)227-2499,12896,"WAIMANU STREET
HONOLULU, HAWAII 96813
(21.300336398599164, -157.85465640501462)",WAIMANU STREET ,108,HONOLULU,HAWAII,96813,"WAIMANU STREET
HONOLULU, HAWAII 96813
(21.300336398599164, -157.85465640501462)",WAIMANU STREET ,108,HONOLULU,HAWAII,96813,,,12896,Open,137 New and Renewal 3,Category 3,04/13/2011 12:00:00 AM,2,1,49,45,05/07/2013 12:00:00 AM
"AALA MEAT MARKET, INC.","AALA MEAT MARKET, INC.",(808)832-6650,12900,"WAIAKAMILO ROAD
HONOLULU, HAWAII 96817
(21.32119655203738, -157.87984838179707)",WAIAKAMILO ROAD ,   ,HONOLULU,HAWAII,96817,"WAIAKAMILO ROAD
HONOLULU, HAWAII 96817
(21.32119655203738, -157.87984838179707)",WAIAKAMILO ROAD ,   ,HONOLULU,HAWAII,96817,,,12900,Open,137 New and Renewal 3,Category 3,04/27/2011 12:00:00 AM,1,5,23,11,05/11/2013 12:00:00 AM
"JIC CRAFTS, LLC","JIC CRAFTS, LLC",(808)391-1582,12901,"UMI STREET
HONOLULU, HAWAII 96819
(21.333609051500428, -157.88304952735677)",UMI STREET ,   ,HONOLULU,HAWAII,96819,"MILILANI, HAWAII 96789
(21.458460000228968, -158.010159999784)",,   ,MILILANI,HAWAII,96789, MICHAEL TAKAMUNE,893722,12901,Open,137 New and Renewal 3,Category 3,04/18/2011 12:00:00 AM,1,2,14,57,05/07/2013 12:00:00 AM
KEALAOKAMALAMALAMA CHURCH,KEALAOKAMALAMALAMA CHURCH,(808)291-0879,12907,"PROSPECT STREET
HONOLULU, HAWAII 96822
(21.309384091640826, -157.84076307026845)",PROSPECT STREET ,   ,HONOLULU,HAWAII,96822,"PROSPECT STREET
HONOLULU, HAWAII 96822
(21.309384091640826, -157.84076307026845)",PROSPECT STREET ,   ,HONOLULU,HAWAII,96822,,,12907,Open,137 New and Renewal 3,Category 3,05/04/2011 12:00:00 AM,2,4,31,26,05/11/2013 12:00:00 AM
KAIMUKI GRILL,"MOMOTAROU SUSHI, INC.",(808)732-2292,12909,"12TH AVENUE
HONOLULU, HAWAII 96816
(21.27708490529878, -157.8022847688846)",12TH AVENUE ,   ,HONOLULU,HAWAII,96816,"12TH AVENUE
HONOLULU, HAWAII 96816
(21.27708490529878, -157.8022847688846)",12TH AVENUE ,   ,HONOLULU,HAWAII,96816,,,12909,Open,137 New and Renewal 1,Category 1,04/18/2011 12:00:00 AM,3,2,6,13,05/12/2013 12:00:00 AM
888 CAFE,CHRISTINA NGUYEN,(808)428-6339,12911,"MAUNAKEA STREET
HONOLULU, HAWAII 96817
(21.315409513577436, -157.85852836859704)",MAUNAKEA STREET ,   ,HONOLULU,HAWAII,96817,"KAPALU STREET
HONOLULU, HAWAII 96813
(21.322386306699336, -157.840609535395)",KAPALU STREET ,   ,HONOLULU,HAWAII,96813,CHRISTINA NGUYEN,,12911,Open,137 New and Renewal 2,Category 2,04/20/2011 12:00:00 AM,1,7,3,51,05/12/2013 12:00:00 AM
KENEKE'S,"KENEKE'S CATERING COMPANY, LLC",(808)237-1010,12912,"KALANIANAOLE HIGHWAY
WAIMANALO, HAWAII 96795
(21.346795852399993, -157.71406577442042)",KALANIANAOLE HIGHWAY ,   ,WAIMANALO,HAWAII,96795,"KALANIANAOLE HIGHWAY
WAIMANALO, HAWAII 96795
(21.346795852399993, -157.71406577442042)",KALANIANAOLE HIGHWAY ,   ,WAIMANALO,HAWAII,96795,,,12912,Open,137 New and Renewal 1,Category 1,01/30/2012 12:00:00 AM,4,1,4,6,02/04/2014 12:00:00 AM
LIVE 99,"OFFICE GAIA, LLC",(808)479-6631,12913,"SOUTH KING STREET
HONOLULU, HAWAII 96814
(21.30180917995799, -157.8494919318624)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96814,"KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96814
(21.29056124590784, -157.83580699752676)",KAPIOLANI BOULEVARD ,802,HONOLULU,HAWAII,96814,SEAN SAIKI,,12913,Open,137 New and Renewal 2,Category 2,04/25/2011 12:00:00 AM,1,8,18,3,05/12/2013 12:00:00 AM
NUUANU CHEVRON,KO'OLAU ENTERPRISES LIMITED,(808)254-1567,12915,"NUUANU AVENUE
HONOLULU, HAWAII 96817
(21.310000091571197, -157.86425704992365)",NUUANU AVENUE ,   ,HONOLULU,HAWAII,96817,"KAILUA, HAWAII 96734
(21.397229999565013, -157.74126999971057)",,   ,KAILUA,HAWAII,96734, KO'OLAU ENTERPRISES LIMITED,1660,12915,Open,137 New and Renewal 2,Category 2,04/18/2011 12:00:00 AM,2,2,10,20,05/11/2013 12:00:00 AM
GREEK GOURMET (NTC 991),"FUTURE ENVIRONMENTAL SOLUTIONS, INC.",(808)699-8850,12917,"OLOHANA STREET
HONOLULU, HAWAII 96815
(21.282952979046026, -157.83134662952895)",OLOHANA STREET ,   ,HONOLULU,HAWAII,96815,"HONOLULU, HAWAII 96824
(21.27862999997467, -157.75524000002585)",,   ,HONOLULU,HAWAII,96824,,240100,12917,Open,137 New and Renewal 3,Category 3,05/13/2009 12:00:00 AM,2,6,16,39,08/28/2011 12:00:00 AM
WAIALUA SERVICE,"HALEIWA YACHT CLUB, LLC",(808)637-7146,12919,"FARRINGTON HIGHWAY
WAIALUA, HAWAII 96791
(21.564894934335683, -158.11952960794048)",FARRINGTON HIGHWAY ,   ,WAIALUA,HAWAII,96791,"FARRINGTON HIGHWAY
WAIALUA, HAWAII 96791
(21.564894934335683, -158.11952960794048)",FARRINGTON HIGHWAY ,   ,WAIALUA,HAWAII,96791,,,12919,Open,137 New and Renewal 3,Category 3,04/27/2011 12:00:00 AM,6,7,2,11,05/12/2013 12:00:00 AM
MARK'S SPECIALTIES,MARK KAAHAAINA,(808)864-2792,12921,"FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.550628469071547, -158.24337315456913)",FARRINGTON HIGHWAY ,   ,WAIANAE,HAWAII,96792,"WAIANAE VALLEY ROAD
WAIANAE, HAWAII 96792
(21.462048702252112, -158.16192243185415)",WAIANAE VALLEY ROAD,   ,WAIANAE,HAWAII,96792, MARK KAAHAAINA,,12921,Open,137 New and Renewal 2,Category 2,04/20/2011 12:00:00 AM,8,6,1,3,05/12/2013 12:00:00 AM
MY TRUC CAFÉ,QUYNH TRINH,(808)428-4567,12922,"KEKAULIKE STREET
HONOLULU, HAWAII 96817
(21.312201176488244, -157.8649726608735)",KEKAULIKE STREET ,   ,HONOLULU,HAWAII,96817,"KEKAULIKE STREET
HONOLULU, HAWAII 96817
(21.312201176488244, -157.8649726608735)",KEKAULIKE STREET ,   ,HONOLULU,HAWAII,96817,QUYNH TRINH,,12922,Open,137 New and Renewal 1,Category 1,05/11/2011 12:00:00 AM,1,7,2,26,05/14/2013 12:00:00 AM
BLUE WATER SHRIMP & SEAFOOD CO. (GEB 604),"FUTURE ENVIRONMENTAL SOLUTIONS, INC.",(808)699-8850,12923,"OLOHANA STREET
HONOLULU, HAWAII 96815
(21.282952979046026, -157.83134662952895)",OLOHANA STREET ,   ,HONOLULU,HAWAII,96815,"HONOLULU, HAWAII 96824
(21.27862999997467, -157.75524000002585)",,   ,HONOLULU,HAWAII,96824,,240100,12923,Open,137 New and Renewal 3,Category 3,07/26/2011 12:00:00 AM,2,6,16,39,05/13/2013 12:00:00 AM
RESTAURANT EPIC,"CHAN CHANG & LAURO, LLC",(808)587-7877,12926,"NUUANU AVENUE
HONOLULU, HAWAII 96817
(21.310000091571197, -157.86425704992365)",NUUANU AVENUE ,   ,HONOLULU,HAWAII,96817,"NUUANU AVENUE
HONOLULU, HAWAII 96817
(21.310000091571197, -157.86425704992365)",NUUANU AVENUE ,   ,HONOLULU,HAWAII,96817,DAVID CHANG,,12926,Open,137 New and Renewal 1,Category 1,04/20/2011 12:00:00 AM,2,1,3,19,05/14/2013 12:00:00 AM
ALANA BISTRO MAIN KITCHEN,"KSG ENTERPRISE, LTD.",(808)951-3170,12927,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96815
(21.285143580295973, -157.83477418661556)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96815,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96815
(21.285143580295973, -157.83477418661556)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96815,,,12927,Open,137 New and Renewal 1,Category 1,02/15/2012 12:00:00 AM,2,6,7,27,03/01/2014 12:00:00 AM
CHEVRON STATIONS INC. #1532,CHEVRON STATIONS INC.,(714)671-3522,12930,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96814
(21.303895186905667, -157.8493966033946)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96814,"BREA, CALIFORNIA 92821
(33.92253000005962, -117.89406999983049)",,   ,BREA,CALIFORNIA,92821, LICENSES & PERMITS,2292,12930,Open,137 New and Renewal 3,Category 3,05/04/2011 12:00:00 AM,2,4,11,89,05/15/2013 12:00:00 AM
NORTH SHORE FARMS LLC,JEANNE B. VANA,(808)389-6255,12936,"KEALOHANUI STREET
WAIALUA, HAWAII 96791
(21.57385667835763, -158.12878812823212)",KEALOHANUI STREET ,   ,WAIALUA,HAWAII,96791,"AWIKI STREET
MILILANI, HAWAII 96789
(21.44723213663221, -158.02743903214014)",AWIKI STREET ,   ,MILILANI,HAWAII,96789,JEANNE VANA,,12936,Open,137 New and Renewal 2,Category 2,04/13/2011 12:00:00 AM,6,7,1,5,05/18/2013 12:00:00 AM
YOUNG AE KIM MINI MART,"YOUNG AE KIM, LLC",(808)537-9379,12937,"HALEKAUWILA STREET
HONOLULU, HAWAII 96813
(21.305539260521268, -157.862440349597)",HALEKAUWILA STREET ,101,HONOLULU,HAWAII,96813,"HALEKAUWILA STREET
HONOLULU, HAWAII 96813
(21.305539260521268, -157.862440349597)",HALEKAUWILA STREET ,101,HONOLULU,HAWAII,96813,,,12937,Open,137 New and Renewal 2,Category 2,09/29/2011 12:00:00 AM,2,1,31,24,10/03/2013 12:00:00 AM
VENDING STAND #48,YOSHIKO NISHIHARA,(808)833-7767,12938,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96813
(21.312185842880925, -157.8600862640503)",SOUTH BERETANIA STREET,201   ,HONOLULU,HAWAII,96813,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96813
(21.312185842880925, -157.8600862640503)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96813, STATE OFFICE TOWER,,12938,Open,137 New and Renewal 3,Category 3,07/22/2011 12:00:00 AM,2,1,17,19,05/19/2013 12:00:00 AM
JUJUBE HAWAII,"JUJUBE HAWAII INTERNATIONAL, LLC",(808)926-0888,12939,"KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.289221256084204, -157.8349706280395)",KALAKAUA AVENUE ,2F,HONOLULU,HAWAII,96815,"KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.289221256084204, -157.8349706280395)",KALAKAUA AVENUE,2F,HONOLULU,HAWAII,96815,,,12939,Open,137 New and Renewal 3,Category 3,05/26/2011 12:00:00 AM,3,1,31,1,05/20/2013 12:00:00 AM
DOMINO'S PIZZA,"SOUTH PACIFIC PIZZA, INC.",(808)689-8323,12940,"KAIMALIE STREET
EWA BEACH, HAWAII 96706
(21.3171636113742, -158.01602856901368)",KAIMALIE STREET ,109,EWA BEACH,HAWAII,96706,"KAIMALIE STREET
EWA BEACH, HAWAII 96706
(21.3171636113742, -158.01602856901368)",KAIMALIE STREET ,109,EWA BEACH,HAWAII,96706,,,12940,Open,137 New and Renewal 2,Category 2,12/30/2010 12:00:00 AM,9,1,115,1,01/25/2013 12:00:00 AM
WALGREENS #12466,"WALGREEN OF HAWAII, LLC",(847)527-4241,12941,"ONEAWA STREET
KAILUA, HAWAII 96734
(21.405206818203027, -157.75041637084473)",ONEAWA STREET ,   ,KAILUA,HAWAII,96734,"DEERFIELD, ILLINOIS 60015
(42.16922000000318, -87.8636299996246)",,   ,DEERFIELD,ILLINOIS,60015," BRADY BOWEN, TAX DEPARTMENT",901,12941,Open,137 New and Renewal 3,Category 3,05/15/2011 12:00:00 AM,4,3,55,25,05/21/2013 12:00:00 AM
HOT DOG KING #1,STEVEN S. SAIKI,,12942,"SOUTH KING STREET
HONOLULU, HAWAII 96814
(21.30180917995799, -157.8494919318624)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96814,"AMANA STREET
HONOLULU, HAWAII 96814
(21.293161801158792, -157.84066195712785)",AMANA STREET ,810,HONOLULU,HAWAII,96814, STEVEN S. SAIKI,,12942,Open,137 New and Renewal 3,Category 3,05/02/2011 12:00:00 AM,1,8,18,3,05/18/2013 12:00:00 AM
HAWAIIAN STYLE CHILI CO.,DAYNE REGO,(808)398-3365,12947,"UMI STREET
HONOLULU, HAWAII 96819
(21.333609051500428, -157.88304952735677)",UMI STREET ,   ,HONOLULU,HAWAII,96819,"NANILIHILIHI STREET
WAIPAHU, HAWAII 96797
(21.418548331038966, -157.99817457353328)",NANILIHILIHI STREET ,   ,WAIPAHU,HAWAII,96797,,,12947,Open,137 New and Renewal 1,Category 1,05/16/2011 12:00:00 AM,1,2,14,57,05/22/2013 12:00:00 AM
STORTO'S OF HONOLULU,"TIZLISH, INC.",(808)739-2009,12948,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,   ,HONOLULU,HAWAII,96816,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,   ,HONOLULU,HAWAII,96816,,,12948,Open,137 New and Renewal 3,Category 3,05/31/2011 12:00:00 AM,3,3,2,31,05/22/2013 12:00:00 AM
GINGER HOUSE RESTAURANT,HENRY CHENG L.L.C.,(808)623-6988,12949,"MEHEULA PARKWAY
MILILANI, HAWAII 96789
(21.465218577218224, -158.00423652378421)",MEHEULA PARKWAY ,200,MILILANI,HAWAII,96789,"MEHEULA PARKWAY
MILILANI, HAWAII 96789
(21.465218577218224, -158.00423652378421)",MEHEULA PARKWAY ,200,MILILANI,HAWAII,96789,,,12949,Open,137 New and Renewal 1,Category 1,06/02/2011 12:00:00 AM,9,5,53,2,05/22/2013 12:00:00 AM
MENCHIE'S FROZEN YOGURT,"MENCHIE'S HAWAII, LLC",(808)592-9292,12951,"KAPOLEI PARKWAY
KAPOLEI, HAWAII 96707
(21.329229995741102, -158.07253191013845)",KAPOLEI PARKWAY ,104,KAPOLEI,HAWAII,96707,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96814
(21.28823767336588, -157.84028676965752)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96814,,,12951,Open,137 New and Renewal 3,Category 3,05/04/2011 12:00:00 AM,9,1,15,22,05/22/2013 12:00:00 AM
BLUE WATER SHRIMP & SEAFOOD CO. (FTX 469),"FUTURE ENVIRONMENTAL SOLUTIONS, INC.",(808)699-8850,12952,"OLOHANA STREET
HONOLULU, HAWAII 96815
(21.282952979046026, -157.83134662952895)",OLOHANA STREET ,   ,HONOLULU,HAWAII,96815,"HONOLULU, HAWAII 96824
(21.27862999997467, -157.75524000002585)",,   ,HONOLULU,HAWAII,96824,,240100,12952,Open,137 New and Renewal 3,Category 3,07/26/2011 12:00:00 AM,2,6,16,39,05/22/2013 12:00:00 AM
MAMA SEAFOOD MARKET,JUN CAI LIANG,(808)585-8383,12953,"MAUNAKEA STREET
HONOLULU, HAWAII 96817
(21.315409513577436, -157.85852836859704)",MAUNAKEA STREET ,158,HONOLULU,HAWAII,96817,"MAUNAKEA STREET
HONOLULU, HAWAII 96817
(21.315409513577436, -157.85852836859704)",MAUNAKEA STREET ,158,HONOLULU,HAWAII,96817,,,12953,Open,137 New and Renewal 3,Category 3,05/03/2011 12:00:00 AM,1,7,3,96,05/26/2013 12:00:00 AM
GRYLT,RICHARD CRAFT,(808)358-8386,12954,"WOODLAWN DRIVE
HONOLULU, HAWAII 96822
(21.30718330212897, -157.81032287478018)",WOODLAWN DRIVE ,   ,HONOLULU,HAWAII,96822,"WOODLAWN DRIVE
HONOLULU, HAWAII 96822
(21.30718330212897, -157.81032287478018)",WOODLAWN DRIVE ,   ,HONOLULU,HAWAII,96822,,,12954,Open,137 New and Renewal 1,Category 1,05/11/2011 12:00:00 AM,2,9,22,1,05/27/2013 12:00:00 AM
SRI GOVINDAJI'S,OAI,(808)227-2499,12955,"FORT STREET MALL
HONOLULU, HAWAII 96813
(21.31198022982935, -157.85804219770066)",FORT STREET MALL,   ,HONOLULU,HAWAII,96813,"FORT STREET MALL
HONOLULU, HAWAII 96813
(21.31198022982935, -157.85804219770066)",FORT STREET MALL,   ,HONOLULU,HAWAII,96813, ADI,,12955,Open,137 New and Renewal 2,Category 2,02/11/2011 12:00:00 AM,2,1,3,12,02/27/2013 12:00:00 AM
"MILANO FREEZER MANOA, LLC",MILANO FREEZER MANOA LLC,(808)429-7497,12959,"WOODLAWN DRIVE
HONOLULU, HAWAII 96822
(21.30718330212897, -157.81032287478018)",WOODLAWN DRIVE ,5-112,HONOLULU,HAWAII,96822,"WOODLAWN DRIVE
HONOLULU, HAWAII 96822
(21.30718330212897, -157.81032287478018)",WOODLAWN DRIVE ,5-112,HONOLULU,HAWAII,96822,,,12959,Open,137 New and Renewal 3,Category 3,05/16/2011 12:00:00 AM,2,9,22,4,05/28/2013 12:00:00 AM
"LONGS DRUG STORES, #9275",LONGS DRUG STORES CALIFORNIA LLC,(401)770-3315,12961,"KAMEHAMEHA HIGHWAY
PEARL CITY, HAWAII 96782
(21.397067953837848, -157.97972550187563)",KAMEHAMEHA HIGHWAY ,   ,PEARL CITY,HAWAII,96782,"CVS DRIVE
WOONSOCKET, RHODE ISLAND 02895
(41.99328374986648, -71.47787104268498)",CVS DRIVE,MAIL DROP 23062A  ,WOONSOCKET,RHODE ISLAND,2895,LICENSING DEPT.,,12961,Open,137 New and Renewal 3,Category 3,06/06/2011 12:00:00 AM,9,7,31,22,06/14/2013 12:00:00 AM
